,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz,label
363,GBS-25324,NEGATIV,0.9643225771425686,-1.0850602214449385,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,3.0,-0.8305182273380257,5.771955544471839,-1.2876461863035953,0.7851504817725311,0.613294767538716,3.0,4.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0817512805203222,1
201,GBS-16831,,-1.0369973945473194,0.018901446048348494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,1.1087726566327867,-1.2876461863035953,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,-0.3111846724384411,1
102,GBS-11134,,-1.0369973945473194,0.018901446048348494,-3.225203411570322,-5.671152601630987,-0.5734657706531676,0.977465930116216,6.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,-0.3111846724384411,1
498,GBS-31103,,0.9643225771425686,-0.7400722003532864,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,2.6631669525791377,-0.4332674500342379,-0.15779101750491065,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0817512805203222,1
550,GBS-34509,POSITIV,0.9643225771425686,1.191860717759966,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,1.8859698046059623,-1.2876461863035953,0.7851504817725311,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,-0.3111846724384411,1
207,GBS-17060,,0.9643225771425686,-0.533079387698295,0.3100579629838321,0.17633099834280683,-2.3235955917845783,-0.32536086436928074,3.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,-0.35259321250804426,2.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,3.8676231864378487,1
146,GBS-13315,POSITIV,0.9643225771425686,-1.2920530340999299,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,2.6631669525791377,-0.4332674500342379,2.6710334803274143,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,-0.3111846724384411,1
447,GBS-28794,NEGATIV,0.9643225771425686,1.674843947288279,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,2.6631669525791377,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,3.0,3.0,3.0,2.0,0,0.3186954528873749,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,3.0,5.0,3.0,-0.3111846724384411,1
547,GBS-34219,POSITIV,-1.0369973945473194,-0.18809136660664283,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,-1.7041206253972043,1
179,GBS-15333,POSITIV,0.9643225771425686,-0.4640817834799646,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,4.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-1.3184811925548046,2.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,-0.3111846724384411,1
128,GBS-12902,,0.9643225771425686,-0.533079387698295,-3.225203411570322,0.17633099834280683,-0.5734657706531676,0.977465930116216,4.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,-0.15779101750491065,-0.35259321250804426,3.0,3.0,2.0,3.0,1,0.3186954528873749,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,-0.3111846724384411,1
241,GBS-19325,,0.9643225771425686,0.3638894671400007,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,-0.3111846724384411,1
273,GBS-21180,NEGATIV,-1.0369973945473194,-1.2920530340999299,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.4746872334790853,1
110,GBS-11517,NEGATIV,-1.0369973945473194,-1.2920530340999299,-3.225203411570322,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,4.0,3.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,-0.3111846724384411,1
366,GBS-25545,NEGATIV,-1.0369973945473194,-0.18809136660664283,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,0.7851504817725311,0.613294767538716,3.0,1.0,2.0,1.0,0,0.3186954528873749,3.0,2.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,4.0,-1.7041206253972043,1
295,GBS-22003,NEGATIV,-1.0369973945473194,-0.9470650130082776,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,1.1087726566327867,-0.4332674500342379,2.6710334803274143,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,-0.3111846724384411,1
425,GBS-28261,NEGATIV,0.9643225771425686,1.6058463430699486,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,0.613294767538716,3.0,2.0,3.0,2.0,0,0.3186954528873749,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,-1.7041206253972043,1
370,GBS-25693,,-1.0369973945473194,0.6398798840133224,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,1.275490022504477,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,-0.3111846724384411,1
342,GBS-24289,,-1.0369973945473194,0.7778750924499833,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,1.8859698046059623,-0.4332674500342379,1.7280919810499729,1.5791827475854763,3.0,3.0,4.0,2.0,0,0.3186954528873749,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,-0.3111846724384411,1
142,GBS-13240,,-1.0369973945473194,0.018901446048348494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,4.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,0.613294767538716,4.0,3.0,2.0,2.0,0,0.3186954528873749,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,-1.7041206253972043,1
420,GBS-28068,NEGATIV,0.9643225771425686,1.674843947288279,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,3.0,1.0,2.0,3.0,0,0.3186954528873749,4.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,2.0,3.8676231864378487,1
6,GBS+00135,POSITIV,-1.0369973945473194,-0.4640817834799646,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,-0.3111846724384411,1
344,GBS-24302,NEGATIV,0.9643225771425686,0.8468726966683138,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,1.275490022504477,0.7851504817725311,1.5791827475854763,3.0,2.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,2.4746872334790853,1
11,GBS+00179,NEGATIV,0.9643225771425686,0.018901446048348494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,-0.35259321250804426,4.0,3.0,4.0,2.0,0,0.3186954528873749,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,-0.3111846724384411,1
528,GBS-32786,,-1.0369973945473194,0.22589425870333982,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,-0.3111846724384411,1
223,GBS-18261,POSITIV,0.9643225771425686,0.9848679051049747,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,1.5791827475854763,2.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,-0.3111846724384411,1
499,GBS-31222,,0.9643225771425686,1.7438415515066095,-3.225203411570322,0.17633099834280683,1.176664050478243,0.977465930116216,6.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,-0.35259321250804426,4.0,3.0,2.0,3.0,0,0.3186954528873749,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0817512805203222,1
58,GBS-06055,NEGATIV,-1.0369973945473194,0.22589425870333982,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,3.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,1.5791827475854763,2.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0817512805203222,1
492,GBS-30925,,0.9643225771425686,1.2608583219782965,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,2.0,3.0,2.0,4.0,0,0.3186954528873749,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,-1.7041206253972043,1
537,GBS-33671,POSITIV,-1.0369973945473194,-0.6710745961349559,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,1.1087726566327867,-1.2876461863035953,-0.15779101750491065,-0.35259321250804426,4.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,-1.7041206253972043,1
438,GBS-28651,,-1.0369973945473194,-0.533079387698295,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,1.0,-0.8305182273380257,1.8859698046059623,-0.4332674500342379,1.7280919810499729,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,-1.7041206253972043,1
186,GBS-15641,,0.9643225771425686,0.3638894671400007,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,6.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,-0.3111846724384411,1
285,GBS-21622,NEGATIV,0.9643225771425686,0.9158703008866442,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,-1.7041206253972043,1
257,GBS-20381,POSITIV,0.9643225771425686,-0.8780674087899473,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,1.8859698046059623,-0.4332674500342379,0.7851504817725311,0.613294767538716,3.0,2.0,2.0,2.0,0,0.3186954528873749,3.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0817512805203222,1
214,GBS-17490,,-1.0369973945473194,0.9848679051049747,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,3.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,2.4746872334790853,1
101,GBS-11050,,-1.0369973945473194,1.2608583219782965,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,3.0,-1.7041206253972043,1
224,GBS-18343,,-1.0369973945473194,1.3988535304149572,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,1.5791827475854763,2.0,2.0,1.0,3.0,0,0.3186954528873749,3.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,-0.3111846724384411,1
104,GBS-11170,NEGATIV,-1.0369973945473194,-1.154057825663269,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,-1.3184811925548046,4.0,4.0,3.0,2.0,0,0.3186954528873749,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0817512805203222,1
549,GBS-34425,,0.9643225771425686,0.5708822797949921,-3.225203411570322,-5.671152601630987,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,1.275490022504477,1.7280919810499729,1.5791827475854763,4.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,-0.3111846724384411,1
385,GBS-26583,NEGATIV,-1.0369973945473194,-0.8780674087899473,0.3100579629838321,0.17633099834280683,1.176664050478243,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,-0.3111846724384411,1
335,GBS-23851,NEGATIV,0.9643225771425686,0.5018846755766616,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,1.5791827475854763,2.0,3.0,3.0,2.0,0,0.3186954528873749,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,-0.3111846724384411,1
18,GBS+00242,,-1.0369973945473194,-0.6020769919166254,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0817512805203222,1
168,GBS-14554,NEGATIV,-1.0369973945473194,-0.6710745961349559,-3.225203411570322,0.17633099834280683,1.176664050478243,-0.32536086436928074,5.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,-0.35259321250804426,3.0,3.0,3.0,2.0,1,0.3186954528873749,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0,-0.3111846724384411,1
225,GBS-18369,,0.9643225771425686,-0.8780674087899473,-3.225203411570322,0.17633099834280683,-0.5734657706531676,0.977465930116216,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,2.4746872334790853,1
121,GBS-12446,POSITIV,0.9643225771425686,0.9848679051049747,0.3100579629838321,-5.671152601630987,-0.5734657706531676,-0.32536086436928074,2.0,-0.8305182273380257,-0.4456216393135642,1.275490022504477,-0.15779101750491065,1.5791827475854763,1.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0,1.0817512805203222,1
326,GBS-23500,,-1.0369973945473194,-0.9470650130082776,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.4746872334790853,1
417,GBS-28015,NEGATIV,-1.0369973945473194,1.9508343641616008,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,1.7222953056481123,3.440364100552313,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,2.0,2.0,2.0,0,0.3186954528873749,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,-1.7041206253972043,1
382,GBS-26333,NEGATIV,0.9643225771425686,2.0198319683799313,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,0.613294767538716,2.0,2.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,-0.3111846724384411,1
572,GBS-35794,,-1.0369973945473194,1.191860717759966,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,-0.35259321250804426,3.0,3.0,3.0,3.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0817512805203222,1
576,GBS-35948,POSITIV,0.9643225771425686,1.674843947288279,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,1.7222953056481123,3.440364100552313,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0817512805203222,1
306,GBS-22528,POSITIV,0.9643225771425686,0.9158703008866442,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,6.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,-0.15779101750491065,0.613294767538716,2.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,1.0,-0.3111846724384411,1
80,GBS-08794,POSITIV,-1.0369973945473194,1.674843947288279,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,-1.7041206253972043,1
46,GBS-04999,,-1.0369973945473194,0.7088774882316529,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,2.0,4.0,4.0,3.0,4.0,1.0817512805203222,1
232,GBS-18777,POSITIV,0.9643225771425686,0.9848679051049747,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,4.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,-0.3111846724384411,1
245,GBS-19515,,-1.0369973945473194,-1.016062617226608,0.3100579629838321,0.17633099834280683,-2.3235955917845783,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,1.5791827475854763,4.0,4.0,4.0,2.0,0,0.3186954528873749,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,1.0,-0.3111846724384411,1
93,GBS-10114,,-1.0369973945473194,1.191860717759966,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,-1.7041206253972043,1
213,GBS-17417,,-1.0369973945473194,0.5018846755766616,-3.225203411570322,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,2.6631669525791377,-1.2876461863035953,-1.1007325167823525,-1.3184811925548046,3.0,3.0,3.0,2.0,1,0.3186954528873749,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,3.0,-1.7041206253972043,1
